272,320,296
352,160,248
328,160,240
368,184,256
173,201,239
176,192,200
192,168,192
176,184,160
200,200,176
208,199,176
167,200,176
184,208,168
160,224,176
160,192,152
159,169,143
176,184,136
168,224,232
160,208,256
168,216,288
151,248,176
120,280,184
136,264,200
208,184,240
208,192,256
201,200,215
128,208,216
136,232,216
128,264,216
280,136,160
288,159,168
272,144,168
192,224,224
192,200,224
192,192,192
283,496,320
352,304,312
343,249,312
232,328,272
216,208,264
248,352,280
247,401,231
232,328,224
224,280,240
256,296,168
248,272,120
247,248,152
248,440,392
224,360,368
248,376,432
191,377,360
240,336,344
200,352,345
336,359,360
336,344,344
328,304,352
256,320,336
232,304,304
192,345,272
520,304,400
296,232,168
488,312,384
552,551,337
352,368,248
353,335,281
